rec,name_verbatim,scientificName,sciname_sensu_stricto,taxonRank,TR_w_TCID,reference,ref2,year_published,qualifier,qual2,QUAL_LEVEL,qual2_interp,typeStatus,incl_in_analysis,data_source,individualCount,to_do,note,samplingMethod,nod_assoc,cat_note,CAT_ED,CAT_EXPANDED,temp_name_cat,size_cat,descr_id_with,description_dets,IMAGERY ONLY.ID,short_checklist,spp_habitat_info,other_rank,Match.type,taxon_note,Taxon.status,AphiaID_accepted,ScientificName_accepted,Authority_accepted,Kingdom,Phylum,Class,Order,Family,Genus,Subgenus,Species,Subspecies,depth,UPSET_NOTE,UPSET_CAT,INTERP_AREA1,latitude,longitude,station,area1,area2,area3,area4,area5,area6,area7,area8,area9,area10,site_notes,multi-exped-year,year_est,date_year,expedition,
53,Actiniaria sp. 15,Actiniaria,Actiniaria,order,temporary name,Amon_etal_2016,,2016,,,,,,,S Table 2,NA,,Presence data,ROV imagery,,,temporary name,poss indet not undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,,,,exact,,accepted,1360,Actiniaria,"Hertwig, 1882",Animalia,Cnidaria,Anthozoa,Actiniaria,,,,,,,,,UK-1; APEI-12,,,,UK-1,EPIRB,,,,,,,,,UK-1 Stratum A,,2013,2013,ABYSSLINE AB01,
54,Phelliactis sp. E,Phelliactis,Phelliactis,genus,temporary name,Amon_etal_2016,,2016,,,,,,,S Table 2,NA,,Presence data,ROV imagery,,,temporary name,poss indet not undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,,,,exact,,accepted,100762,Phelliactis,"Simon, 1892",Animalia,Cnidaria,Anthozoa,Actiniaria,Hormathiidae,Phelliactis,,,,,,,,,,,UK-1,,,,,,,,,,UK-1 Stratum A,,2013,2013,ABYSSLINE AB01,
55,Schizopathidae sp. 1,Schizopathidae,Schizopathidae,family,temporary name,Amon_etal_2016,,2016,,,,,,,S Table 2,NA,,Presence data,ROV imagery,,,temporary name,poss indet not undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,,,,exact,,accepted,266964,Schizopathidae,"Brook, 1889",Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,,,,,,,,UK-1; APEI-12,,,,UK-1,EPIRB,,,,,,,,,UK-1 Stratum A,,2013,2013,ABYSSLINE AB01,
56,Abyssopathes cf. lyra,Abyssopathes lyra,Abyssopathes,genus,temporary name,Amon_etal_2016,,2016,cf.,,,,,,S Table 2,NA,,Presence data,ROV imagery,,,temporary name,temp name- sciname with qualifier,,megafauna,morphology only (imagery),morphology only (ROV imagery),,no,benthic,,exact,,accepted,289303,Abyssopathes lyra,"(Brook, 1889)",Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Abyssopathes,,lyra,,,,,UK-1; APEI-12,,,,UK-1,EPIRB,,,,,,,,,UK-1 Stratum A,,2013,2013,ABYSSLINE AB01,
57,Bathypathes sp. 1,Bathypathes,Bathypathes,genus,temporary name,Amon_etal_2016,,2016,,,,,,,S Table 2,NA,,Presence data,ROV imagery,,,temporary name,poss indet not undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,,,,exact,,accepted,103304,Bathypathes,"Brook, 1889",Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Bathypathes,,,,,,,UK-1; APEI-12,,,,UK-1,EPIRB,,,,,,,,,UK-1 Stratum A,,2013,2013,ABYSSLINE AB01,
58,Bathypathes sp. 2,Bathypathes,Bathypathes,genus,temporary name,Amon_etal_2016,,2016,,,,,,,S Table 2,NA,,Presence data,ROV imagery,,,temporary name,poss indet not undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,,,,exact,,accepted,103304,Bathypathes,"Brook, 1889",Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Bathypathes,,,,,,,,,,,UK-1,,,,,,,,,,UK-1 Stratum A,,2013,2013,ABYSSLINE AB01,
59,Bathypathes cf. alternata,Alternatipathes alternata,Alternatipathes,genus,temporary name,Amon_etal_2016,,2016,cf.,,,,,,S Table 2,NA,,Presence data,ROV imagery,,,temporary name,temp name- sciname with qualifier,,megafauna,morphology only (imagery),morphology only (ROV imagery),,no,benthic,,exact,unaccepted name,accepted,994319,Alternatipathes alternata,"(Brook, 1889)",Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Alternatipathes,,alternata,,,,,,,,,UK-1,,,,,,,,,,UK-1 Stratum A,,2013,2013,ABYSSLINE AB01,
60,Bathypathes cf. patula,Bathypathes patula,Bathypathes,genus,temporary name,Amon_etal_2016,,2016,cf.,,,,,,S Table 2,NA,,Presence data,ROV imagery,,,temporary name,temp name- sciname with qualifier,,megafauna,morphology only (imagery),morphology only (ROV imagery),I ONLY,no,benthic,,exact,,accepted,103323,Bathypathes patula,"Brook, 1889",Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Bathypathes,,patula,,,,,UK-1; APEI-12,,,,UK-1,EPIRB,,,,,,,,,UK-1 Stratum A,,2013,2013,ABYSSLINE AB01,
61,Ceriantharia sp. 1,Ceriantharia,Ceriantharia,subclass,temporary name,Amon_etal_2016,,2016,,,,,,,S Table 2,NA,,Presence data,ROV imagery,,,temporary name,poss indet not undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,,,y,exact,,accepted,1361,Ceriantharia,"Perrier, 1893",Animalia,Cnidaria,Anthozoa,,,,,,,,,,UK-1; APEI-12,,,,UK-1,EPIRB,,,,,,,,,UK-1 Stratum A,,2013,2013,ABYSSLINE AB01,
62,Corallimorphus sp. 1,Corallimorphus,Corallimorphus,genus,temporary name,Amon_etal_2016,,2016,,,,,,,S Table 2,NA,,Presence data,ROV imagery,,,temporary name,poss indet not undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,,,,exact,,accepted,100784,Corallimorphus,"Moseley, 1877",Animalia,Cnidaria,Anthozoa,Corallimorpharia,Corallimorphidae,Corallimorphus,,,,,,,UK-1; APEI-12,,,,UK-1,EPIRB,,,,,,,,,UK-1 Stratum A,,2013,2013,ABYSSLINE AB01,
63,Relicanthus sp. 1,Relicanthus,Relicanthus,genus,temporary name,Amon_etal_2016,,2016,,,,,,,S Table 2,NA,,Presence data,ROV imagery,,,temporary name,poss indet not undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,,,,exact,,accepted,1338745,Relicanthus,"Rodriguez & Daly, 2014",Animalia,Cnidaria,Anthozoa,Actiniaria,Relicanthidae,Relicanthus,,,,,,,UK-1; APEI-12,,,,UK-1,EPIRB,,,,,,,,,UK-1 Stratum A,,2013,2013,ABYSSLINE AB01,
64,Zoanthidae sp. 1,Zoanthidae,Zoanthidae,family,temporary name,Amon_etal_2016,,2016,,,,,,,S Table 2,NA,,Presence data,ROV imagery,,,temporary name,poss indet not undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,,,,exact,,accepted,100690,Zoanthidae,"Rafinesque, 1815",Animalia,Cnidaria,Anthozoa,Zoantharia,Zoanthidae,,,,,,,,UK-1; APEI-12,,,,UK-1,EPIRB,,,,,,,,,UK-1 Stratum A,,2013,2013,ABYSSLINE AB01,
65,Alcyonacea sp. 1,Alcyonacea,Alcyonacea,order,temporary name,Amon_etal_2016,,2016,,,,,,,S Table 2,NA,,Presence data,ROV imagery,,,temporary name,poss indet not undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,,,,exact,,accepted,1365,Alcyonacea,"Lamouroux, 1812",Animalia,Cnidaria,Anthozoa,Alcyonacea,,,,,,,,,UK-1; APEI-12,,,,UK-1,EPIRB,,,,,,,,,UK-1 Stratum A,,2013,2013,ABYSSLINE AB01,
66,Isididae sp. 1,Isididae,Isididae,family,temporary name,Amon_etal_2016,,2016,,,,,,,S Table 2,NA,,Presence data,ROV imagery,,,temporary name,poss indet not undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,,,,exact,,accepted,125276,Isididae,"Lamouroux, 1812",Animalia,Cnidaria,Anthozoa,Alcyonacea,Isididae,,,,,,,,UK-1; APEI-12,,,,UK-1,EPIRB,,,,,,,,,UK-1 Stratum A,,2013,2013,ABYSSLINE AB01,
67,Isididae sp. 2,Isididae,Isididae,family,temporary name,Amon_etal_2016,,2016,,,,,,,S Table 2,NA,,Presence data,ROV imagery,,,temporary name,poss indet not undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,,,,exact,,accepted,125276,Isididae,"Lamouroux, 1812",Animalia,Cnidaria,Anthozoa,Alcyonacea,Isididae,,,,,,,,UK-1; APEI-12,,,,UK-1,EPIRB,,,,,,,,,UK-1 Stratum A,,2013,2013,ABYSSLINE AB01,
68,(Mopseinae) sp. 1,Isididae,Isididae,family,temporary name,Amon_etal_2016,,2016,,,,,,,S Table 2,NA,,Presence data,ROV imagery,,,temporary name,poss indet not undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,,,,exact,,accepted,125276,Isididae,"Lamouroux, 1812",Animalia,Cnidaria,Anthozoa,Alcyonacea,Isididae,,,,,,,,UK-1; APEI-12,,,,UK-1,EPIRB,,,,,,,,,UK-1 Stratum A,,2013,2013,ABYSSLINE AB01,
69,(Mopseinae) sp. 2,Isididae,Isididae,family,temporary name,Amon_etal_2016,,2016,,,,,,,S Table 2,NA,,Presence data,ROV imagery,,,temporary name,poss indet not undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,,,,exact,,accepted,125276,Isididae,"Lamouroux, 1812",Animalia,Cnidaria,Anthozoa,Alcyonacea,Isididae,,,,,,,,UK-1; APEI-12,,,,UK-1,EPIRB,,,,,,,,,UK-1 Stratum A,,2013,2013,ABYSSLINE AB01,
70,Isididae n. gen n. sp.,Isididae,Isididae,family,temporary name,Amon_etal_2016,,2016,gen. nov. (undescribed),sp. Nov (undescribed),,,,,S Table 2,NA,,Presence data,ROV imagery,,,temporary name,undescribed new genus,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,no,,,exact,,accepted,125276,Isididae,"Lamouroux, 1812",Animalia,Cnidaria,Anthozoa,Alcyonacea,Isididae,,,,,,,,UK-1; APEI-12,,,,UK-1,EPIRB,,,,,,,,,UK-1 Stratum A,,2013,2013,ABYSSLINE AB01,
71,Calyptrophora persephone,Calyptrophora persephone,Calyptrophora persephone,species,species,Amon_etal_2016,,2016,,,,,,,S Table 2,NA,,Presence data,ROV imagery,,,record,record,,megafauna,morphology only (imagery),morphology only (ROV imagery),,no,benthic,,exact,,accepted,872587,Calyptrophora persephone,"Cairns, 2015",Animalia,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,Calyptrophora,,persephone,,,,,UK-1; APEI-12,,,,UK-1,EPIRB,,,,,,,,,UK-1 Stratum A,,2013,2013,ABYSSLINE AB01,
72,Abyssoprimnoa gemina,Abyssoprimnoa gemina,Abyssoprimnoa gemina,species,species,Amon_etal_2016,,2016,,,,,,,S Table 2,NA,,Presence data,ROV imagery,,,record,record,,megafauna,morphology only (imagery),morphology only (ROV imagery),,no,benthic,,exact,,accepted,872590,Abyssoprimnoa gemina,"Cairns, 2015",Animalia,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,Abyssoprimnoa,,gemina,,,,,UK-1; APEI-12,,,,UK-1,EPIRB,,,,,,,,,UK-1 Stratum A,,2013,2013,ABYSSLINE AB01,
73,Abyssoprimnoa sp. 2,Abyssoprimnoa,Abyssoprimnoa,genus,temporary name,Amon_etal_2016,,2016,,,,,,,S Table 2,NA,,Presence data,ROV imagery,,,temporary name,poss indet not undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,,,,exact,,accepted,872589,Abyssoprimnoa,"Cairns, 2015",Animalia,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,Abyssoprimnoa,,,,,,,UK-1; APEI-12,,,,UK-1,EPIRB,,,,,,,,,UK-1 Stratum A,,2013,2013,ABYSSLINE AB01,
74,Pennatulacea sp. 1,Pennatulacea,Pennatulacea,order,temporary name,Amon_etal_2016,,2016,,,,,,,S Table 2,NA,,Presence data,ROV imagery,,,temporary name,poss indet not undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,,,,exact,,accepted,1367,Pennatulacea,"Verrill, 1865",Animalia,Cnidaria,Anthozoa,Pennatulacea,,,,,,,,,UK-1; APEI-12,,,,UK-1,EPIRB,,,,,,,,,UK-1 Stratum A,,2013,2013,ABYSSLINE AB01,
75,Umbellula sp. 1,Umbellula,Umbellula,genus,temporary name,Amon_etal_2016,,2016,,,,,,,S Table 2,NA,,Presence data,ROV imagery,,,temporary name,poss indet not undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,,,,exact,,accepted,128499,Umbellula,"Gray, 1870",Animalia,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,,,,,,,UK-1; APEI-12,,,,UK-1,EPIRB,,,,,,,,,UK-1 Stratum A,,2013,2013,ABYSSLINE AB01,
76,Scyphozoa sp. 1,Scyphozoa,Scyphozoa,class,temporary name,Amon_etal_2016,,2016,,,,,,,S Table 2,NA,,Presence data,ROV imagery,,,temporary name,poss indet not undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,,,,exact,,accepted,135220,Scyphozoa,"Goette, 1887",Animalia,Cnidaria,Scyphozoa,,,,,,,,,,,,,,UK-1,,,,,,,,,,UK-1 Stratum A,,2013,2013,ABYSSLINE AB01,
77,Scyphozoa sp. 2,Scyphozoa,Scyphozoa,class,temporary name,Amon_etal_2016,,2016,,,,,,,S Table 2,NA,,Presence data,ROV imagery,,,temporary name,poss indet not undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,,,,exact,,accepted,135220,Scyphozoa,"Goette, 1887",Animalia,Cnidaria,Scyphozoa,,,,,,,,,,,,,,UK-1,,,,,,,,,,UK-1 Stratum A,,2013,2013,ABYSSLINE AB01,
78,Periphylla cf. periphylla,Periphylla periphylla,Periphylla,genus,temporary name,Amon_etal_2016,,2016,cf.,,,,,,S Table 2,NA,,Presence data,ROV imagery,,,temporary name,temp name- sciname with qualifier,,megafauna,morphology only (imagery),morphology only (ROV imagery),I ONLY,no,benthic,,exact,,accepted,135294,Periphylla periphylla,"(Péron & Lesueur, 1810)",Animalia,Cnidaria,Scyphozoa,Coronatae,Periphyllidae,Periphylla,,periphylla,,,,,,,,,UK-1,,,,,,,,,,UK-1 Stratum A,,2013,2013,ABYSSLINE AB01,
79,Halicreatidae sp. 1,Halicreatidae,Halicreatidae,family,temporary name,Amon_etal_2016,,2016,,,,,,,S Table 2,NA,,Presence data,ROV imagery,,,temporary name,poss indet not undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,,,,exact,,accepted,16844,Halicreatidae,"Fewkes, 1886",Animalia,Cnidaria,Hydrozoa,Trachymedusae,Halicreatidae,,,,,,,,,,,,UK-1,,,,,,,,,,UK-1 Stratum A,,2013,2013,ABYSSLINE AB01,
80,Rhopalonematidae sp. 1,Rhopalonematidae,Rhopalonematidae,family,temporary name,Amon_etal_2016,,2016,,,,,,,S Table 2,NA,,Presence data,ROV imagery,,,temporary name,poss indet not undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,,pelagic,,exact,,accepted,16842,Rhopalonematidae,"Russell, 1953",Animalia,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,,,,,,,,UK-1; APEI-12,,,,UK-1,EPIRB,,,,,,,,,UK-1 Stratum A,,2013,2013,ABYSSLINE AB01,
81,Rhopalonematidae sp. 2,Rhopalonematidae,Rhopalonematidae,family,temporary name,Amon_etal_2016,,2016,,,,,,,S Table 2,NA,,Presence data,ROV imagery,,,temporary name,poss indet not undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,,pelagic,,exact,,accepted,16842,Rhopalonematidae,"Russell, 1953",Animalia,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,,,,,,,,UK-1; APEI-12,,,,UK-1,EPIRB,,,,,,,,,UK-1 Stratum A,,2013,2013,ABYSSLINE AB01,
82,Asteroidea sp. 1,Asteroidea,Asteroidea,class,temporary name,Amon_etal_2016,,2016,,,,,,,S Table 2,NA,,Presence data,ROV imagery,,,temporary name,poss indet not undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,,,,exact,,accepted,123080,Asteroidea,"de Blainville, 1830",Animalia,Echinodermata,Asteroidea,,,,,,,,,,UK-1; APEI-12,,,,UK-1,EPIRB,,,,,,,,,UK-1 Stratum A,,2013,2013,ABYSSLINE AB01,
83,Pterasteridae sp. 1,Pterasteridae,Pterasteridae,family,temporary name,Amon_etal_2016,,2016,,,,,,,S Table 2,NA,,Presence data,ROV imagery,,,temporary name,poss indet not undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,,,,exact,,accepted,123142,Pterasteridae,"Perrier, 1875",Animalia,Echinodermata,Asteroidea,Velatida,Pterasteridae,,,,,,,,UK-1; APEI-12,,,,UK-1,EPIRB,,,,,,,,,UK-1 Stratum A,,2013,2013,ABYSSLINE AB01,
84,Pterasteridae sp. 2,Pterasteridae,Pterasteridae,family,temporary name,Amon_etal_2016,,2016,,,,,,,S Table 2,NA,,Presence data,ROV imagery,,,temporary name,poss indet not undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,,,,exact,,accepted,123142,Pterasteridae,"Perrier, 1875",Animalia,Echinodermata,Asteroidea,Velatida,Pterasteridae,,,,,,,,UK-1; APEI-12,,,,UK-1,EPIRB,,,,,,,,,UK-1 Stratum A,,2013,2013,ABYSSLINE AB01,
85,Hymenaster sp. 1,Hymenaster,Hymenaster,genus,temporary name,Amon_etal_2016,Amon_etal_2017 DWCA,2016,,,,,,,S Table 2,NA,,Presence data,ROV imagery,,,temporary name,poss indet not undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,,,,exact,,accepted,123333,Hymenaster,"Wyville Thomson, 1873",Animalia,Echinodermata,Asteroidea,Velatida,Pterasteridae,Hymenaster,,,,,,,UK-1; APEI-12,,,,UK-1,EPIRB,,,,,,,,,UK-1 Stratum A,,2013,2013,ABYSSLINE AB01,
86,Hymenaster sp. 2,Hymenaster,Hymenaster,genus,temporary name,Amon_etal_2016,Amon_etal_2017 DWCA,2016,,,,,,,S Table 2,NA,,Presence data,ROV imagery,,,temporary name,poss indet not undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,,,,exact,,accepted,123333,Hymenaster,"Wyville Thomson, 1873",Animalia,Echinodermata,Asteroidea,Velatida,Pterasteridae,Hymenaster,,,,,,,,,,,UK-1,,,,,,,,,,UK-1 Stratum A,,2013,2013,ABYSSLINE AB01,
87,Paxillosida sp. 1,Paxillosida,Paxillosida,order,temporary name,Amon_etal_2016,,2016,,,,,,,S Table 2,NA,,Presence data,ROV imagery,,,temporary name,poss indet not undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,,,,exact,,accepted,123088,Paxillosida,"Perrier, 1884",Animalia,Echinodermata,Asteroidea,Paxillosida,,,,,,,,,,,,,UK-1,,,,,,,,,,UK-1 Stratum A,,2013,2013,ABYSSLINE AB01,
88,Porcellanasteridae sp. 1,Porcellanasteridae,Porcellanasteridae,family,temporary name,Amon_etal_2016,Amon_etal_2017 DWCA,2016,,,,,,,S Table 2,NA,,Presence data,ROV imagery,,,temporary name,poss indet not undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,,,,exact,,accepted,123130,Porcellanasteridae,"Sladen, 1883",Animalia,Echinodermata,Asteroidea,Paxillosida,Porcellanasteridae,,,,,,,,UK-1; APEI-12,,,,UK-1,EPIRB,,,,,,,,,UK-1 Stratum A,,2013,2013,ABYSSLINE AB01,
89,Porcellanaster sp. 2,Porcellanaster,Porcellanaster,genus,temporary name,Amon_etal_2016,,2016,,,,,,,S Table 2,NA,,Presence data,ROV imagery,,,temporary name,poss indet not undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,,,,exact,,accepted,123267,Porcellanaster,"Wyville Thomson, 1878",Animalia,Echinodermata,Asteroidea,Paxillosida,Porcellanasteridae,Porcellanaster,,,,,,,UK-1; APEI-12,,,,UK-1,EPIRB,,,,,,,,,UK-1 Stratum A,,2013,2013,ABYSSLINE AB01,
90,Freyastera cf. benthophila,Freyastera benthophila,Freyastera,genus,temporary name,Amon_etal_2016,Amon_etal_2017 DWCA,2016,cf.,,,,,,S Table 2,NA,,Presence data,ROV imagery,,,temporary name,temp name- sciname with qualifier,,megafauna,morphology only (imagery),morphology only (ROV imagery),,no,benthic,,exact,,accepted,123686,Freyastera benthophila,"(Sladen, 1889)",Animalia,Echinodermata,Asteroidea,Brisingida,Freyellidae,Freyastera,,benthophila,,,,,UK-1; APEI-12,,,,UK-1,EPIRB,,,,,,,,,UK-1 Stratum A,,2013,2013,ABYSSLINE AB01,
91,Freyella sp. 1,Freyella,Freyella,genus,temporary name,Amon_etal_2016,,2016,,,,,,,S Table 2,NA,,Presence data,ROV imagery,,,temporary name,poss indet not undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,,,,exact,,accepted,123217,Freyella,"Perrier, 1885",Animalia,Echinodermata,Asteroidea,Brisingida,Freyellidae,Freyella,,,,,,,UK-1; APEI-12,,,,UK-1,EPIRB,,,,,,,,,UK-1 Stratum A,,2013,2013,ABYSSLINE AB01,
92,Crinoidea sp. 1,Crinoidea,Crinoidea,class,temporary name,Amon_etal_2016,,2016,,,,,,,S Table 2,NA,,Presence data,ROV imagery,,,temporary name,poss indet not undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,,,,exact,,accepted,123081,Crinoidea,,Animalia,Echinodermata,Crinoidea,,,,,,,,,,UK-1; APEI-12,,,,UK-1,EPIRB,,,,,,,,,UK-1 Stratum A,,2013,2013,ABYSSLINE AB01,
93,Bourgueticrinida sp. 1,Bourgueticrinina,Bourgueticrinina,suborder,temporary name,Amon_etal_2016,,2016,,,,,,,S Table 2,NA,,Presence data,ROV imagery,,,temporary name,poss indet not undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,,,y,exact,unaccepted name,accepted,246671,Bourgueticrinina,"Sieverts-Doreck, 1953",Animalia,Echinodermata,Crinoidea,Comatulida,,,,,,,,,UK-1; APEI-12,,,,UK-1,EPIRB,,,,,,,,,UK-1 Stratum A,,2013,2013,ABYSSLINE AB01,
94,Bourgueticrinida sp. 2,Bourgueticrinina,Bourgueticrinina,suborder,temporary name,Amon_etal_2016,,2016,,,,,,,S Table 2,NA,,Presence data,ROV imagery,,,temporary name,poss indet not undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,,,y,exact,unaccepted name,accepted,246671,Bourgueticrinina,"Sieverts-Doreck, 1953",Animalia,Echinodermata,Crinoidea,Comatulida,,,,,,,,,UK-1; APEI-12,,,,UK-1,EPIRB,,,,,,,,,UK-1 Stratum A,,2013,2013,ABYSSLINE AB01,
95,Hyocrinidae sp. 1,Hyocrinidae,Hyocrinidae,family,temporary name,Amon_etal_2016,,2016,,,,,,,S Table 2,NA,,Presence data,ROV imagery,,,temporary name,poss indet not undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,,,,exact,,accepted,123155,Hyocrinidae,"Carpenter, 1884",Animalia,Echinodermata,Crinoidea,Hyocrinida,Hyocrinidae,,,,,,,,UK-1; APEI-12,,,,UK-1,EPIRB,,,,,,,,,UK-1 Stratum A,,2013,2013,ABYSSLINE AB01,
96,Comatulida sp. 1,Comatulida,Comatulida,order,temporary name,Amon_etal_2016,,2016,,,,,,,S Table 2,NA,,Presence data,ROV imagery,,,temporary name,poss indet not undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,,,,exact,,accepted,123093,Comatulida,,Animalia,Echinodermata,Crinoidea,Comatulida,,,,,,,,,UK-1; APEI-12,,,,UK-1,EPIRB,,,,,,,,,UK-1 Stratum A,,2013,2013,ABYSSLINE AB01,
97,Plesiodiadema sp. 1,Plesiodiadema,Plesiodiadema,genus,temporary name,Amon_etal_2016,,2016,,,,,,,S Table 2,NA,,Presence data,ROV imagery,,,temporary name,poss indet not undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,,,,exact,,accepted,123393,Plesiodiadema,"Pomel, 1883",Animalia,Echinodermata,Echinoidea,Aspidodiadematoida,Aspidodiadematidae,Plesiodiadema,,,,,,,,,,,UK-1,,,,,,,,,,UK-1 Stratum A,,2013,2013,ABYSSLINE AB01,
98,Holasteroida sp. 1,Holasteroida,Holasteroida,order,temporary name,Amon_etal_2016,,2016,,,,,,,S Table 2,NA,,Presence data,ROV imagery,,,temporary name,poss indet not undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,,,,exact,,accepted,160733,Holasteroida,"Durham & Melville, 1957",Animalia,Echinodermata,Echinoidea,Holasteroida,,,,,,,,,,,,,UK-1,,,,,,,,,,UK-1 Stratum A,,2013,2013,ABYSSLINE AB01,
99,Cystocrepis sp. 1,Cystocrepis,Cystocrepis,genus,temporary name,Amon_etal_2016,,2016,,,,,,,S Table 2,NA,,Presence data,ROV imagery,,,temporary name,poss indet not undescribed new species,MORPHOTYPE,megafauna,morphology only (imagery),morphology only (ROV imagery),,,,,exact,,accepted,512778,Cystocrepis,"Mortensen, 1907",Animalia,Echinodermata,Echinoidea,Holasteroida,Pourtalesiidae,Cystocrepis,,,,,,,UK-1; APEI-12,,,,UK-1,EPIRB,,,,,,,,,UK-1 Stratum A,,2013,2013,ABYSSLINE AB01,
