rec,source,overlapping_name,INCLUDE,incl_note,Kingdom,Phylum,Class,Order,Family,Genus,Species,scientificName,name_harmonised,taxonConceptID,ORIG_name_if_overlap,habitat_interim,size_cat,taxonRank,TR_w_TCID,temp_name_cat,CAT_EXPANDED,qualifier,qual2,qual_level,qual_interp,reference/id_by,ID_METHOD,descr_id_with_orig
4089,literature,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Zosimeidae,Pseudozosime,,Pseudozosime,,Pseudozosime sp. 10,,sediment,meiofauna,genus,temporary name,morphospecies,poss undescribed new species,,,,,Mahatma_2009,morphology only (specimens/specimens and imagery),morphology only (specimens)
4090,literature,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Zosimeidae,Pseudozosime,,Pseudozosime,,Pseudozosime sp. 11,,sediment,meiofauna,genus,temporary name,morphospecies,poss undescribed new species,,,,,Mahatma_2009,morphology only (specimens/specimens and imagery),morphology only (specimens)
4091,literature,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Zosimeidae,Pseudozosime,,Pseudozosime,,Pseudozosime sp. 2,,sediment,meiofauna,genus,temporary name,morphospecies,poss undescribed new species,,,,,Mahatma_2009,morphology only (specimens/specimens and imagery),morphology only (specimens)
4092,literature,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Zosimeidae,Pseudozosime,,Pseudozosime,,Pseudozosime sp. 3,,sediment,meiofauna,genus,temporary name,morphospecies,poss undescribed new species,,,,,Mahatma_2009,morphology only (specimens/specimens and imagery),morphology only (specimens)
4093,literature,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Zosimeidae,Pseudozosime,,Pseudozosime,,Pseudozosime sp. 6,,sediment,meiofauna,genus,temporary name,morphospecies,poss undescribed new species,,,,,Mahatma_2009,morphology only (specimens/specimens and imagery),morphology only (specimens)
4094,literature,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Zosimeidae,Pseudozosime,,Pseudozosime,,Pseudozosime sp. 9,,sediment,meiofauna,genus,temporary name,morphospecies,poss undescribed new species,,,,,Mahatma_2009,morphology only (specimens/specimens and imagery),morphology only (specimens)
4095,DD,overlap,no,no- duplicate,Animalia,Arthropoda,Copepoda,Harpacticoida,Zosimeidae,Pseudozosime,,Pseudozosime,,Pseudozosime sp. 1,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
4096,DD,overlap,no,no- duplicate,Animalia,Arthropoda,Copepoda,Harpacticoida,Zosimeidae,Pseudozosime,,Pseudozosime,,Pseudozosime sp. 10,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
4097,DD,overlap,no,no- duplicate,Animalia,Arthropoda,Copepoda,Harpacticoida,Zosimeidae,Pseudozosime,,Pseudozosime,,Pseudozosime sp. 11,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
4098,DD,overlap,no,no- duplicate,Animalia,Arthropoda,Copepoda,Harpacticoida,Zosimeidae,Pseudozosime,,Pseudozosime,,Pseudozosime sp. 2,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
4099,DD,overlap,no,no- duplicate,Animalia,Arthropoda,Copepoda,Harpacticoida,Zosimeidae,Pseudozosime,,Pseudozosime,,Pseudozosime sp. 3,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
4100,DD,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Zosimeidae,Pseudozosime,,Pseudozosime,,Pseudozosime sp. 4,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
4101,DD,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Zosimeidae,Pseudozosime,,Pseudozosime,,Pseudozosime sp. 5,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
4102,DD,overlap,no,no- duplicate,Animalia,Arthropoda,Copepoda,Harpacticoida,Zosimeidae,Pseudozosime,,Pseudozosime,,Pseudozosime sp. 6,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
4103,DD,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Zosimeidae,Pseudozosime,,Pseudozosime,,Pseudozosime sp. 7,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
4104,DD,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Zosimeidae,Pseudozosime,,Pseudozosime,,Pseudozosime sp. 8,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
4105,DD,overlap,no,no- duplicate,Animalia,Arthropoda,Copepoda,Harpacticoida,Zosimeidae,Pseudozosime,,Pseudozosime,,Pseudozosime sp. 9,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
4106,literature,,,,Animalia,Echinodermata,Holothuroidea,Elasipodida,Psychropotidae,Psycheotrephes,,Psycheotrephes,,Psycheotrephes new species,,sediment,megafauna,genus,temporary name,MORPHOTYPE,undescribed new species,sp. Nov (undescribed),incertae sedis,,yes,Pawson&Foell_1985,morphology only (specimens/specimens and imagery),morphology only (specimens and imagery)
4107,literature,,,,Animalia,Echinodermata,Holothuroidea,Elasipodida,Laetmogonidae,Psychronaetes,,Psychronaetes,,Psychronaetes sp. CCZ_101,,sediment,megafauna,genus,temporary name,MORPHOTYPE,undescribed new species,,sp. Nov (undescribed),,yes,Bribiesca-Contreras_etal_2022,morphology and molecular data,morphology and molecular data
4108,literature,,no,no- duplicate,Animalia,Echinodermata,Holothuroidea,Elasipodida,Psychropotidae,Psychropotes,,Psychropotes,yes,HOL047,Psychropotes cf. dyscrita HOL047,sediment,megafauna,genus,temporary name,MORPHOTYPE,poss indet not undescribed new species,cf.,,,,Durden_etal_2021,morphology only (imagery),morphology only (imagery)
4109,literature,,no,no- duplicate,Animalia,Echinodermata,Holothuroidea,Elasipodida,Psychropotidae,Psychropotes,,Psychropotes,yes,HOL052,Psychropotes cf. dyscrita HOL052,sediment,megafauna,genus,temporary name,MORPHOTYPE,poss indet not undescribed new species,cf.,,,,Durden_etal_2021,morphology only (imagery),morphology only (imagery)
4110,literature,,no,no- duplicate,Animalia,Echinodermata,Holothuroidea,Elasipodida,Psychropotidae,Psychropotes,,Psychropotes,yes,HOL053,Psychropotes cf. dyscrita HOL053,sediment,megafauna,genus,temporary name,MORPHOTYPE,poss indet not undescribed new species,cf.,,,,Durden_etal_2021,morphology only (imagery),morphology only (imagery)
4111,literature,,no,no- duplicate,Animalia,Echinodermata,Holothuroidea,Elasipodida,Psychropotidae,Psychropotes,,Psychropotes,yes,HOL054,Psychropotes cf. dyscrita HOL054,sediment,megafauna,genus,temporary name,MORPHOTYPE,poss indet not undescribed new species,cf.,,,,Durden_etal_2021,morphology only (imagery),morphology only (imagery)
4112,literature,,no,no- duplicate,Animalia,Echinodermata,Holothuroidea,Elasipodida,Psychropotidae,Psychropotes,,Psychropotes,yes,HOL060,Psychropotes cf. dyscrita HOL060,sediment,megafauna,genus,temporary name,MORPHOTYPE,poss indet not undescribed new species,cf.,,,,Durden_etal_2021,morphology only (imagery),morphology only (imagery)
4113,literature,,no,no- duplicate,Animalia,Echinodermata,Holothuroidea,Elasipodida,Psychropotidae,Psychropotes,,Psychropotes,yes,HOL061,Psychropotes cf. dyscrita HOL061,sediment,megafauna,genus,temporary name,MORPHOTYPE,poss indet not undescribed new species,cf.,,,,Durden_etal_2021,morphology only (imagery),morphology only (imagery)
4114,literature,,no,no- duplicate,Animalia,Echinodermata,Holothuroidea,Elasipodida,Psychropotidae,Psychropotes,,Psychropotes,yes,HOL062,Psychropotes cf. dyscrita HOL062,sediment,megafauna,genus,temporary name,MORPHOTYPE,poss indet not undescribed new species,cf.,,,,Durden_etal_2021,morphology only (imagery),morphology only (imagery)
4115,literature,,no,no- duplicate,Animalia,Echinodermata,Holothuroidea,Elasipodida,Psychropotidae,Psychropotes,,Psychropotes,yes,HOL103,Psychropotes cf. dyscrita HOL103,sediment,megafauna,genus,temporary name,MORPHOTYPE,poss indet not undescribed new species,cf.,,,,Durden_etal_2021,morphology only (imagery),morphology only (imagery)
4116,literature,,,,Animalia,Echinodermata,Holothuroidea,Elasipodida,Psychropotidae,Psychropotes,,Psychropotes,,Psychropotes msp. 3 ,,sediment,megafauna,genus,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Cuvelier_etal_2020,morphology only (imagery),morphology only (imagery)
4117,literature,,,,Animalia,Echinodermata,Holothuroidea,Elasipodida,Psychropotidae,,,Psychropotidae,,cf. Psychropotidae morphospecies,,sediment,megafauna,family,temporary name,MORPHOTYPE,poss indet not undescribed new species,cf.,,,,Amon_etal_2017a,morphology only (imagery),morphology only (imagery)
4118,OBIS,overlap,no,no- duplicate,Animalia,Echinodermata,Holothuroidea,Elasipodida,Psychropotidae,,,Psychropotidae,,cf. Psychropotidae morphospecies,,sediment,megafauna,family,temporary name,morphotype,,cf.,,,,"Diva J. Amon, Amanda F. Ziegler",morphology only (imagery),Identified only from imagery
4120,GBIF,overlap,no,no- duplicate,Animalia,Echinodermata,Holothuroidea,Elasipodida,Psychropotidae,,,Psychropotidae,,cf. Psychropotidae morphospecies,,sediment,megafauna,family,temporary name,morphotype,,cf.,,,,"Diva J. Amon, Amanda F. Ziegler",morphology only (imagery),Identified only from imagery
4121,literature,,,,Animalia,Echinodermata,Holothuroidea,Elasipodida,Psychropotidae,,,Psychropotidae,,Psychropotidae (juvenile) sp. 1,,sediment,megafauna,family,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Amon_etal_2016,morphology only (imagery),morphology only (imagery)
4122,literature,,,,Animalia,Echinodermata,Holothuroidea,Elasipodida,Psychropotidae,,,Psychropotidae,,Psychropotidae msp. 1 ,,sediment,megafauna,family,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Cuvelier_etal_2020,morphology only (imagery),morphology only (imagery)
4123,literature,,,,Animalia,Echinodermata,Holothuroidea,Elasipodida,Psychropotidae,,,Psychropotidae,,Psychropotidae msp. 1_Nodules,,sediment,megafauna,family,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Cuvelier_etal_2020,morphology only (imagery),morphology only (imagery)
4124,literature,,,,Animalia,Echinodermata,Holothuroidea,Elasipodida,Psychropotidae,,,Psychropotidae,,Psychropotidae msp. 2,,sediment,megafauna,family,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Cuvelier_etal_2020,morphology only (imagery),morphology only (imagery)
4125,literature,,,,Animalia,Echinodermata,Holothuroidea,Elasipodida,Psychropotidae,,,Psychropotidae,,Psychropotidae msp. 2_Nodules ,,sediment,megafauna,family,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Cuvelier_etal_2020,morphology only (imagery),morphology only (imagery)
4126,literature,,,,Animalia,Echinodermata,Holothuroidea,Elasipodida,Psychropotidae,,,Psychropotidae,,Psychropotidae msp. 3,,sediment,megafauna,family,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Cuvelier_etal_2020,morphology only (imagery),morphology only (imagery)
4127,literature,,,,Animalia,Echinodermata,Holothuroidea,Elasipodida,Psychropotidae,,,Psychropotidae,,Psychropotidae msp. 4,,sediment,megafauna,family,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Cuvelier_etal_2020,morphology only (imagery),morphology only (imagery)
4128,literature,,,,Animalia,Echinodermata,Holothuroidea,Elasipodida,Psychropotidae,,,Psychropotidae,,Psychropotidae red msp.,,sediment,megafauna,family,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Cuvelier_etal_2020,morphology only (imagery),morphology only (imagery)
4129,literature,,,,Animalia,Echinodermata,Asteroidea,Velatida,Pterasteridae,,,Pterasteridae,,cf. Pterasteridae morphospecies 1,,sediment,megafauna,family,temporary name,MORPHOTYPE,poss indet not undescribed new species,cf.,,,,Amon_etal_2017a,morphology only (imagery),morphology only (imagery)
4130,literature,,,,Animalia,Echinodermata,Asteroidea,Velatida,Pterasteridae,,,Pterasteridae,,cf. Pterasteridae morphospecies 2,,sediment,megafauna,family,temporary name,MORPHOTYPE,poss indet not undescribed new species,cf.,,,,Amon_etal_2017a,morphology only (imagery),morphology only (imagery)
4131,OBIS,overlap,no,no- duplicate,Animalia,Echinodermata,Asteroidea,Velatida,Pterasteridae,,,Pterasteridae,,cf. Pterasteridae morphospecies 1,,sediment,megafauna,family,temporary name,morphotype,,cf.,,,,"Christopher Mah, Diva J. Amon, Amanda F. Ziegler",morphology only (imagery),Identified only from imagery
4132,OBIS,overlap,no,no- duplicate,Animalia,Echinodermata,Asteroidea,Velatida,Pterasteridae,,,Pterasteridae,,cf. Pterasteridae morphospecies 2,,sediment,megafauna,family,temporary name,morphotype,,cf.,,,,"Christopher Mah, Diva J. Amon, Amanda F. Ziegler",morphology only (imagery),Identified only from imagery
4133,GBIF,overlap,no,no- duplicate,Animalia,Echinodermata,Asteroidea,Velatida,Pterasteridae,,,Pterasteridae,,cf. Pterasteridae morphospecies 1,,sediment,megafauna,family,temporary name,morphotype,,cf.,,,,"Christopher Mah, Diva J. Amon, Amanda F. Ziegler",morphology only (imagery),Identified only from imagery
4134,GBIF,overlap,no,no- duplicate,Animalia,Echinodermata,Asteroidea,Velatida,Pterasteridae,,,Pterasteridae,,cf. Pterasteridae morphospecies 2,,sediment,megafauna,family,temporary name,morphotype,,cf.,,,,"Christopher Mah, Diva J. Amon, Amanda F. Ziegler",morphology only (imagery),Identified only from imagery
4135,GBIF,overlap,no,no- duplicate,Animalia,Echinodermata,Asteroidea,Velatida,Pterasteridae,,,Pterasteridae,,cf. Pterasteridae morphospecies 1,,sediment,megafauna,family,temporary name,morphotype,,cf.,,,,"Christopher Mah, Diva J Amon, Amanda F Ziegler",morphology only (imagery),Identified only from imagery
4136,GBIF,overlap,no,no- duplicate,Animalia,Echinodermata,Asteroidea,Velatida,Pterasteridae,,,Pterasteridae,,cf. Pterasteridae morphospecies 2,,sediment,megafauna,family,temporary name,morphotype,,cf.,,,,"Christopher Mah, Diva J Amon, Amanda F Ziegler",morphology only (imagery),Identified only from imagery
4137,literature,,,,Animalia,Echinodermata,Asteroidea,Velatida,Pterasteridae,,,Pterasteridae,,Pterasteridae sp. 1,,sediment,megafauna,family,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Amon_etal_2016,morphology only (imagery),morphology only (imagery)
4138,literature,,,,Animalia,Echinodermata,Asteroidea,Velatida,Pterasteridae,,,Pterasteridae,,Pterasteridae sp. 2,,sediment,megafauna,family,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Amon_etal_2016,morphology only (imagery),morphology only (imagery)
4139,DD,,,,Animalia,Nematoda,Chromadorea,Plectida,Ceramonematidae,Pterygonema,,Pterygonema,,Pterygonema sp_1,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
4140,literature,,,,Animalia,Arthropoda,Pycnogonida,,,,,Pycnogonida,,Pycnogonida sp. 1,,sediment,megafauna,class,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Amon_etal_2016,morphology only (imagery),morphology only (imagery)
4141,DD,,,,Animalia,Arthropoda,Pycnogonida,Pantopoda,Pycnogonidae,,,Pycnogonidae,,Pycnogonida sp A,,sediment,macrofauna,family,temporary name,gen,,,,,,,,
4142,literature,,,,Animalia,Annelida,Polychaeta,,Orbiniidae,Questa,,Questa,,Questa sp.A,,sediment,macrofauna,genus,temporary name,morphospecies,undescribed new species,,,,,Glover_etal_2002,morphology only (specimens/specimens and imagery),morphology only (specimens)
4143,literature,,,,Animalia,Arthropoda,Malacostraca,Isopoda,Munnopsidae,Rectisura,,Rectisura,,Rectisura Mu61,,sediment,macrofauna,genus,temporary name,MOTU,undescribed new species,,,,,Brix_etal_2020,morphology and molecular data,morphology and molecular data
4144,DD,,,,Animalia,Arthropoda,Malacostraca,Isopoda,Nannoniscidae,Regabellator,,Regabellator,,Regabellator sp. 1,,sediment,macrofauna,genus,temporary name,gen,,,,,,,,
4145,literature,,,,Animalia,Cnidaria,Anthozoa,Actiniaria,Relicanthidae,Relicanthus,,Relicanthus,,Relicanthus sp. 1,,nodule,megafauna,genus,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Amon_etal_2016,morphology only (imagery),morphology only (imagery)
4146,literature,,,,Animalia,Porifera,Hexactinellida,Lyssacinosida,Rossellidae,Rhabdocalyptus,,Rhabdocalyptus,,Rhabdocalyptus sp. 1,,nodule,megafauna,genus,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Amon_etal_2016,morphology only (imagery),morphology only (imagery)
4147,DD,,,,Animalia,Arthropoda,Malacostraca,Amphipoda,Eusiridae,Rhachotropis,,Rhachotropis,,Rhachotropis sp. 2,,sediment,macrofauna,genus,temporary name,gen,,,,,,,,
4148,literature,,,,Animalia,Annelida,Polychaeta,,Maldanidae,Rhodine,,Rhodine,,Rhodine sp. 265,,nodule,macrofauna,genus,temporary name,MOTU,undescribed new species,,,,,Bonifacio_etal_2020,morphology and molecular data,morphology and molecular data
4149,literature,,,,Animalia,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,,,Rhopalonematidae,,Rhopalonematidae sp. 1,,nodule,megafauna,family,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Amon_etal_2016,morphology only (imagery),morphology only (imagery)
4150,literature,,,,Animalia,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,,,Rhopalonematidae,,Rhopalonematidae sp. 2,,nodule,megafauna,family,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Amon_etal_2016,morphology only (imagery),morphology only (imagery)
4151,DD,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Miraciidae,Robertgurneya,,Robertgurneya,,Robertgurneya sp. 1,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
4152,literature,,,,Animalia,Arthropoda,Malacostraca,Tanaidacea,Paratanaoidea incertae sedis,Robustochelia,,Robustochelia,,Robustochelia  species 100,,sediment,macrofauna,genus,temporary name,morphospecies,undescribed new species,,,,,Blazewicz_etal_2019b,morphology only (specimens/specimens and imagery),morphology only (specimens)
4153,literature,,,,Animalia,Arthropoda,Malacostraca,Tanaidacea,Paratanaoidea incertae sedis,Robustochelia,,Robustochelia,,Robustochelia  species 54,,sediment,macrofauna,genus,temporary name,morphospecies,undescribed new species,,,,,Blazewicz_etal_2019b,morphology only (specimens/specimens and imagery),morphology only (specimens)
4154,literature,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Rometidae,Romete,,Romete,,Romette sp. 1,,sediment,meiofauna,genus,temporary name,morphospecies,poss undescribed new species,,,,,Mahatma_2009,morphology only (specimens/specimens and imagery),morphology only (specimens)
4155,DD,overlap,no,no- duplicate,Animalia,Arthropoda,Copepoda,Harpacticoida,Rometidae,Romete,,Romete,,Romette sp. 1,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
4156,DD,,NO,no- misidentification,Animalia,Rotifera,,,,,,Rotifera,,Rotifera Motu 1,,water column,meiofauna,phylum,temporary name,gen,,,,,,,,
4157,literature,,,,Animalia,Loricifera,,Nanaloricida,Pliciloricidae,Rugiloricus,,Rugiloricus,,Rugiloricus new species,,water column,meiofauna,genus,temporary name,morphospecies,undescribed new species,sp. Nov (undescribed),,,,Kristensen_etal_2019,morphology only (specimens/specimens and imagery),morphology only (specimens)
4158,literature,,,,Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Rullierinereis,,Rullierinereis,,Rullierinereis sp. 2570,,sediment,macrofauna,genus,temporary name,MOTU,undescribed new species,,,,,Bonifacio_etal_2020,morphology and molecular data,morphology and molecular data
4159,DD,,no,,Animalia,Arthropoda,Copepoda,Calanoida,Ryocalanidae,Ryocalanus,,Ryocalanus,,Ryocalanus sp. 1,,sediment,macrofauna,genus,temporary name,gen,,,,,,,,
4160,DD,,,,Animalia,Nematoda,Chromadorea,Araeolaimida,Comesomatidae,Sabatieria,,Sabatieria,,Sabatieria sp_1,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
4161,DD,,,,Animalia,Annelida,Polychaeta,,Sabellariidae,,,Sabellariidae,,Sabellariidae sp. (NHM_1167B),,sediment,macrofauna,family,temporary name,gen,,,,,,,,
4162,literature,,,,Animalia,Annelida,Polychaeta,Sabellida,,,,Sabellida,,Sabellida msp-1,,sediment,megafauna,order,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Simon-Lledó_etal_2019a,morphology only (imagery),morphology only (imagery)
