Site,Abundance,Species,rec,size_cat,REGION,SOURCE
IOM_Kaplan East (Site E),4,Prionospio sp. PIP# 2,1289,macrofauna,EAST,LIT
IOM_Kaplan East (Site E),2,Prionospio sp. PIP# 3,1292,macrofauna,EAST,LIT
IOM_Kaplan East (Site E),15,Prionospio sp. PIP# 5,1294,macrofauna,EAST,LIT
IOM_Kaplan East (Site E),1,Pseudomystides sp.,1295,macrofauna,EAST,LIT
IOM_Kaplan East (Site E),4,Sphaerosyllis sp. A,1296,macrofauna,EAST,LIT
IOM_Kaplan East (Site E),4,Sphaerosyllis sp. B,1297,macrofauna,EAST,LIT
IOM_Kaplan East (Site E),4,Sphaerosyllis sp. C,1298,macrofauna,EAST,LIT
IOM_Kaplan East (Site E),1,Spiophanes sp. PIP# 4,1304,macrofauna,EAST,LIT
Sta. 4279_site 19.77666667_-120.29_4140,1,Bathyditrupa hovei,489,macrofauna,EAST,LIT
Sta. 4281_site 20.0216666666667_-121.993333333333_4370,1,Bathyditrupa hovei,490,macrofauna,EAST,LIT
BGR_Stn. 50,1,Disconectes Mu08,27589,macrofauna,CENTRAL,LIT
BGR_Stn. 50,1,Disconectes Mu08,27590,macrofauna,CENTRAL,LIT
BGR_Stn. 50,1,Disconectes Mu08,27591,macrofauna,CENTRAL,LIT
BGR_Stn. 50,1,Disconectes Mu11,27592,macrofauna,CENTRAL,LIT
BGR_Stn. 50,1,Disconectes Mu11,27593,macrofauna,CENTRAL,LIT
BGR_Stn. 50,1,Disconectes Mu11,27594,macrofauna,CENTRAL,LIT
BGR_Stn. 50,1,Disconectes Mu11,27595,macrofauna,CENTRAL,LIT
BGR_Stn. 50,1,Disconectes Mu11,27596,macrofauna,CENTRAL,LIT
BGR_Stn. 50,1,Disconectes Mu11,27597,macrofauna,CENTRAL,LIT
BGR_Stn. 50,1,Disconectes Mu11,27598,macrofauna,CENTRAL,LIT
BGR_Stn. 50,1,Disconectes Mu11,27599,macrofauna,CENTRAL,LIT
BGR_Stn. 50,1,Disconectes Mu11,27600,macrofauna,CENTRAL,LIT
BGR_Stn. 50,1,Disconectes Mu11,27601,macrofauna,CENTRAL,LIT
BGR_Stn. 50,1,Eurycope Mu37,27602,macrofauna,CENTRAL,LIT
BGR_Stn. 50,1,Macrostylis metallicola,27603,macrofauna,CENTRAL,LIT
BGR_Stn. 50,1,Eugerdella D16,27604,macrofauna,CENTRAL,LIT
BGR_Stn. 50,1,Eugerdella D17,27605,macrofauna,CENTRAL,LIT
BGR_Stn. 50,1,Haploniscus H10,27606,macrofauna,CENTRAL,LIT
BGR_Stn. 50,1,Haploniscus H10,27607,macrofauna,CENTRAL,LIT
BGR_Stn. 50,1,Haploniscus H10,27608,macrofauna,CENTRAL,LIT
BGR_Stn. 50,1,Eurycope Mu22,27609,macrofauna,CENTRAL,LIT
BGR_Stn. 50,1,Eugerdella egoni,27610,macrofauna,CENTRAL,LIT
BGR_Stn. 50,1,Mirabilicoxa D11,27611,macrofauna,CENTRAL,LIT
BGR_Stn. 50,1,Disconectes Mu08,27612,macrofauna,CENTRAL,LIT
BGR_Stn. 50,1,Macrostylis metallicola,27613,macrofauna,CENTRAL,LIT
BGR_Stn. 50,1,Macrostylis metallicola,27614,macrofauna,CENTRAL,LIT
BGR_Stn. 50,1,Mirabilicoxa D20,27615,macrofauna,CENTRAL,LIT
BGR_Stn. 50,1,Disconectes Mu11,27616,macrofauna,CENTRAL,LIT
BGR_Stn. 50,1,Disconectes Mu11,27617,macrofauna,CENTRAL,LIT
BGR_Stn. 50,1,Disconectes Mu11,27618,macrofauna,CENTRAL,LIT
BGR_Stn. 50,1,Disconectes Mu11,27619,macrofauna,CENTRAL,LIT
BGR_Stn. 50,1,Haploniscus H10,27620,macrofauna,CENTRAL,LIT
BGR_Stn. 50,1,Haploniscus H10,27621,macrofauna,CENTRAL,LIT
BGR_Stn. 50,1,Munnopsidae Mu11,27622,macrofauna,CENTRAL,LIT
BGR_Stn. 50,1,Paramunnopsis Mu38,27623,macrofauna,CENTRAL,LIT
BGR_Stn. 50,1,Disconectes Mu37,27624,macrofauna,CENTRAL,LIT
BGR_Stn. 50,1,Macrostylis metallicola,27625,macrofauna,CENTRAL,LIT
BGR_Stn. 50,1,Macrostylis metallicola,27626,macrofauna,CENTRAL,LIT
BGR_Stn. 50,1,Macrostylis metallicola,27627,macrofauna,CENTRAL,LIT
BGR_Stn. 50,1,Macrostylis metallicola,27628,macrofauna,CENTRAL,LIT
BGR_Stn. 50,1,Eurycope Mu26,27629,macrofauna,CENTRAL,LIT
BGR_Stn. 50,1,Eurycope Mu26,27630,macrofauna,CENTRAL,LIT
BGR_Stn. 50,1,Eugerdella D17,27631,macrofauna,CENTRAL,LIT
BGR_Stn. 50,1,Eugerdella D49,27632,macrofauna,CENTRAL,LIT
BGR_Stn. 50,1,Munnopsidae Mu11,27633,macrofauna,CENTRAL,LIT
BGR_Stn. 50,1,Syneurycope Mu86,27634,macrofauna,CENTRAL,LIT
BGR_Stn. 50,1,Mastigoniscus H16,27635,macrofauna,CENTRAL,LIT
BGR_Stn. 50,1,Munneurycope Mu67,27636,macrofauna,CENTRAL,LIT
BGR_Stn. 50,1,Macrostylis metallicola,27637,macrofauna,CENTRAL,LIT
BGR_Stn. 50,1,Mirabilicoxa D13,27638,macrofauna,CENTRAL,LIT
BGR_Stn. 50,1,Prochelator D30,27639,macrofauna,CENTRAL,LIT
BGR_Stn. 50,1,Macrostylis metallicola,27640,macrofauna,CENTRAL,LIT
IOM_Stn. 82,1,Eurycope Mu68,27703,macrofauna,EAST,LIT
IOM_Stn. 99,1,Betamorpha Mu46,27704,macrofauna,EAST,LIT
IOM_Stn. 99,1,Haploniscus H10,27705,macrofauna,EAST,LIT
IOM_Stn. 99,1,cf. Disparella D25,27706,macrofauna,EAST,LIT
IOM_Stn. 99,1,Disconectes Mu12,27707,macrofauna,EAST,LIT
IOM_Stn. 99,1,Eugerdella  D36,27708,macrofauna,EAST,LIT
IOM_Stn. 99,1,Eurycope Mu23,27709,macrofauna,EAST,LIT
IOM_Stn. 99,1,Eurycope Mu15,27710,macrofauna,EAST,LIT
IOM_Stn. 99,1,Mirabilicoxa D11,27711,macrofauna,EAST,LIT
IOM_Stn. 99,1,Eurycope Mu22,27712,macrofauna,EAST,LIT
IOM_Stn. 99,1,Disconectes Mu71,27713,macrofauna,EAST,LIT
IOM_Stn. 99,1,Disconectes Mu08,27714,macrofauna,EAST,LIT
IOM_Stn. 99,1,Mirabilicoxa D18,27715,macrofauna,EAST,LIT
IOM_Stn. 99,1,Disconectes Mu74,27716,macrofauna,EAST,LIT
IOM_Stn. 99,1,Macrostylis metallicola,27717,macrofauna,EAST,LIT
IOM_Stn. 99,1,Macrostylis metallicola,27718,macrofauna,EAST,LIT
IOM_Stn. 99,1,Eurycope Mu37,27719,macrofauna,EAST,LIT
IOM_Stn. 99,1,Disconectes Mu74,27720,macrofauna,EAST,LIT
IOM_Stn. 99,1,Eugerdella D42,27721,macrofauna,EAST,LIT
IOM_Stn. 99,1,Tytthocope Mu49,27722,macrofauna,EAST,LIT
IOM_Stn. 99,1,Eugerdella D36,27723,macrofauna,EAST,LIT
IOM_Stn. 99,1,Mirabilicoxa D13,27724,macrofauna,EAST,LIT
IOM_Stn. 99,1,Eugerdella D39,27725,macrofauna,EAST,LIT
IOM_Stn. 99,1,Eurycope Mu37,27726,macrofauna,EAST,LIT
IOM_Stn. 99,1,Macrostylis metallicola,27727,macrofauna,EAST,LIT
IOM_Stn. 99,1,Macrostylis metallicola,27728,macrofauna,EAST,LIT
IOM_Stn. 99,1,Tytthocope Mu49,27729,macrofauna,EAST,LIT
IFR2_Stn. 158,1,Eurycope Mu19,27820,macrofauna,CENTRAL,LIT
IFR2_Stn. 158,1,Eurycope Mu21,27821,macrofauna,CENTRAL,LIT
IFR2_Stn. 158,1,Aspidarachna Mu53,27822,macrofauna,CENTRAL,LIT
IFR2_Stn. 158,1,Aspidarachna Mu53,27823,macrofauna,CENTRAL,LIT
IFR2_Stn. 158,1,Disconectes Mu11,27824,macrofauna,CENTRAL,LIT
IFR2_Stn. 158,1,Disconectes Mu11,27825,macrofauna,CENTRAL,LIT
IFR2_Stn. 158,1,cf. Mirabilicoxa D10,27826,macrofauna,CENTRAL,LIT
IFR2_Stn. 158,1,Disconectes Mu73,27827,macrofauna,CENTRAL,LIT
IFR2_Stn. 158,1,cf. Mirabilicoxa D12,27828,macrofauna,CENTRAL,LIT
IFR2_Stn. 158,1,Eugerdella D34,27829,macrofauna,CENTRAL,LIT
IFR2_Stn. 158,1,Mirabilicoxa D12,27830,macrofauna,CENTRAL,LIT
IFR2_Stn. 158,1,Disconectes Mu01,27831,macrofauna,CENTRAL,LIT
IFR2_Stn. 158,1,Disconectes Mu01,27832,macrofauna,CENTRAL,LIT
IFR2_Stn. 158,1,Disconectes Mu01,27833,macrofauna,CENTRAL,LIT
IFR2_Stn. 158,1,Disconectes Mu01,27834,macrofauna,CENTRAL,LIT
IFR2_Stn. 158,1,Disconectes Mu01,27835,macrofauna,CENTRAL,LIT
IFR2_Stn. 158,1,Eugerdella D40,27836,macrofauna,CENTRAL,LIT
IFR2_Stn. 158,1,Eugerdella D46,27837,macrofauna,CENTRAL,LIT
IFR2_Stn. 158,1,Macrostylis metallicola,27838,macrofauna,CENTRAL,LIT
IFR2_Stn. 158,1,Disconectes Mu04,27839,macrofauna,CENTRAL,LIT
IFR2_Stn. 158,1,Disconectes Mu04,27840,macrofauna,CENTRAL,LIT
IFR2_Stn. 158,1,Eurycope Mu16,27841,macrofauna,CENTRAL,LIT
IFR2_Stn. 158,1,Eurycope Mu16,27842,macrofauna,CENTRAL,LIT
IFR2_Stn. 158,1,Mirabilicoxa D11,27843,macrofauna,CENTRAL,LIT
IFR2_Stn. 158,1,Mirabilicoxa D12,27844,macrofauna,CENTRAL,LIT
IFR2_Stn. 158,1,Eurycope Mu34,27845,macrofauna,CENTRAL,LIT
IFR2_Stn. 158,1,Pirinectes Mu78,27846,macrofauna,CENTRAL,LIT
IFR2_Stn. 158,1,Mirabilicoxa D18,27847,macrofauna,CENTRAL,LIT
IFR2_Stn. 158,1,Disconectes Mu10,27848,macrofauna,CENTRAL,LIT
IFR2_Stn. 158,1,Disconectes Mu11,27849,macrofauna,CENTRAL,LIT
IFR2_Stn. 158,1,Disconectes Mu13,27850,macrofauna,CENTRAL,LIT
IFR2_Stn. 158,1,Disparella D26,27851,macrofauna,CENTRAL,LIT
IFR2_Stn. 158,1,Haploniscus H04,27852,macrofauna,CENTRAL,LIT
IFR2_Stn. 158,1,Haploniscus H04,27853,macrofauna,CENTRAL,LIT
IFR2_Stn. 158,1,Mastigoniscus H18,27854,macrofauna,CENTRAL,LIT
IFR2_Stn. 158,1,Haploniscus H10,27855,macrofauna,CENTRAL,LIT
IFR2_Stn. 158,1,Munneurycope nodifrons,27856,macrofauna,CENTRAL,LIT
IFR2_Stn. 158,1,Mirabilicoxa D37,27857,macrofauna,CENTRAL,LIT
IFR2_Stn. 158,1,Mastigoniscus H21,27858,macrofauna,CENTRAL,LIT
IFR2_Stn. 158,1,Haploniscus H05,27859,macrofauna,CENTRAL,LIT
IFR2_Stn. 158,1,Munneurycope Mu68,27860,macrofauna,CENTRAL,LIT
IFR2_Stn. 158,1,Munneurycope Mu48,27861,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,Eurycope Mu18,27862,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,Eurycope Mu18,27863,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,Eurycope Mu19,27864,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,Eurycope Mu21,27865,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,Betamorpha Mu40,27866,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,Betamorpha Mu40,27867,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,Mirabilicoxa D18,27868,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,Betamorpha Mu42,27869,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,Mastigoniscus H13,27870,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,Macrostylis metallicola,27871,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,cf. Mirabilicoxa D12,27872,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,cf. Mirabilicoxa D18,27873,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,cf. Mirabilicoxa D18,27874,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,Eurycope Mu37,27875,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,Eurycope Mu18,27876,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,Chelator D04,27877,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,Haploniscus H10,27878,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,Mastigoniscus H21,27879,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,Mastigoniscus H21,27880,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,Disconectes Mu03,27881,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,Eugerdella D44,27882,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,Eugerdella D44,27883,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,Macrostylis metallicola,27884,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,Mastigoniscus H13,27885,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,Eurycope Mu18,27886,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,Macrostylis metallicola,27887,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,Eurycope Mu22,27888,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,Eurycope Mu24,27889,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,Mirabilicoxa D18,27890,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,Eurycope Mu26,27891,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,Eurycope Mu18,27892,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,Macrostylis metallicola,27893,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,Macrostylis metallicola,27894,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,Macrostylis metallicola,27895,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,Syneurycope Mu85,27896,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,Macrostylis metallicola,27897,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,Macrostylis metallicola,27898,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,Haploniscus H03,27899,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,Haploniscus H03,27900,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,Macrostylis metallicola,27901,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,Prochelator D29,27902,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,Haploniscus H10,27903,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,Syneurycope Mu85,27904,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,Syneurycope Mu85,27905,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,Syneurycope Mu85,27906,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,Microcope Mu83,27907,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,Syneurycope Mu85,27908,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,Eugerdella D44,27909,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,Ilyarachna Mu54,27910,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,Ilyarachna Mu54,27911,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,Macrostylis metallicola,27912,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,Prochelator D32,27913,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,Macrostylis metallicola,27914,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,Macrostylis metallicola,27915,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,Macrostylis metallicola,27916,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,Macrostylis metallicola,27917,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,Eurycope Mu24,27918,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,Macrostylis metallicola,27919,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,Macrostylis metallicola,27920,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,Microcope Mu83,27921,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,Syneurycope Mu85,27922,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,Prochelator D32,27923,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,Pirinectes Mu78,27924,macrofauna,CENTRAL,LIT
IFR2_Stn. 171,1,Haploniscus H10,27925,macrofauna,CENTRAL,LIT
APEI-3_Sta. 210,1,Bellibos Mu44,28003,macrofauna,CENTRAL,LIT
APEI-3_Sta. 210,1,Bellibos Mu44,28004,macrofauna,CENTRAL,LIT
APEI-3_Sta. 210,1,Betamorpha fusiformis,28005,macrofauna,CENTRAL,LIT
APEI-3_Sta. 210,1,Betamorpha Mu69,28006,macrofauna,CENTRAL,LIT
APEI-3_Sta. 210,1,Betamorpha Mu69,28007,macrofauna,CENTRAL,LIT
APEI-3_Sta. 210,1,cf. Chelator D05,28008,macrofauna,CENTRAL,LIT
APEI-3_Sta. 210,1,Eurycope Mu33,28009,macrofauna,CENTRAL,LIT
APEI-3_Sta. 210,1,Eurycope Mu33,28010,macrofauna,CENTRAL,LIT
APEI-3_Sta. 210,1,cf. Disparella D28,28011,macrofauna,CENTRAL,LIT
APEI-3_Sta. 210,1,Mastigoniscus H08,28012,macrofauna,CENTRAL,LIT
APEI-3_Sta. 210,1,Disconectes Mu06,28013,macrofauna,CENTRAL,LIT
APEI-3_Sta. 210,1,Chelator D05,28014,macrofauna,CENTRAL,LIT
APEI-3_Sta. 210,1,Chelator D05,28015,macrofauna,CENTRAL,LIT
APEI-3_Sta. 210,1,Haploniscus H11,28016,macrofauna,CENTRAL,LIT
APEI-3_Sta. 210,1,Disconectes Mu09,28017,macrofauna,CENTRAL,LIT
APEI-3_Sta. 210,1,Disconectes Mu03,28018,macrofauna,CENTRAL,LIT
APEI-3_Sta. 210,1,Disconectes Mu03,28019,macrofauna,CENTRAL,LIT
APEI-3_Sta. 210,1,Mastigoniscus H08,28020,macrofauna,CENTRAL,LIT
APEI-3_Sta. 210,1,Macrostylis metallicola,28021,macrofauna,CENTRAL,LIT
APEI-3_Sta. 210,1,Mirabilicoxa D14,28022,macrofauna,CENTRAL,LIT
APEI-3_Sta. 210,1,Eurycope Mu30,28023,macrofauna,CENTRAL,LIT
APEI-3_Sta. 210,1,Eurycope Mu33,28024,macrofauna,CENTRAL,LIT
APEI-3_Sta. 210,1,Haploniscus H11,28025,macrofauna,CENTRAL,LIT
APEI-3_Sta. 210,1,Haploniscus H11,28026,macrofauna,CENTRAL,LIT
APEI-3_Sta. 210,1,Mastigoniscus H01,28027,macrofauna,CENTRAL,LIT
APEI-3_Sta. 210,1,Mastigoniscus H02,28028,macrofauna,CENTRAL,LIT
APEI-3_Sta. 210,1,Mastigoniscus H08,28029,macrofauna,CENTRAL,LIT
APEI-3_Sta. 210,1,Munneurycope Mu68,28030,macrofauna,CENTRAL,LIT
APEI-3_Sta. 210,1,Munneurycope Mu68,28031,macrofauna,CENTRAL,LIT
APEI-3_Sta. 210,1,Oecidiobranchus oeci,28032,macrofauna,CENTRAL,LIT
APEI-3_Sta. 210,1,Rectisura Mu61,28033,macrofauna,CENTRAL,LIT
APEI-3_Sta. 210,1,Rectisura slavai,28034,macrofauna,CENTRAL,LIT
APEI-3_Sta. 210,1,Macrostylis M08,28035,macrofauna,CENTRAL,LIT
DJ43,1,Capitellidae sp. D,3581,macrofauna,,LIT
DJ78,1,Aedicira sp. A,3502,macrofauna,,LIT
HOT 23ºN BC12/Hots,1,Flabelligella 856,26660,macrofauna,,LIT
HOT 23ºN BC13/Hots,1,Flabelligella 857,26666,macrofauna,,LIT
HOT 23ºN BC13/Hots,1,Progoniada 950,27006,macrofauna,,LIT
HOT 23ºN BC4/Hots,1,Nereididae 910,27045,macrofauna,,LIT
HOT 23ºN BC3/Hots,1,Nereididae 945,27046,macrofauna,,LIT
HOT 23ºN BC13/Hots,1,Opheliidae 960,27050,macrofauna,,LIT
HOT 23ºN BC4/Hots,1,Pseudomystides 840,27173,macrofauna,,LIT
HOT 23ºN BC3/Hots,1,Prionospio 883,27274,macrofauna,,LIT
HOT 23ºN BC3/Hots,1,Brania 867,27413,macrofauna,,LIT
HOT 23ºN BC13/Hots,1,Brania 867,27416,macrofauna,,LIT
HOT 23ºN BC13/Hots,1,Brania 867,27420,macrofauna,,LIT
HOT 23ºN BC4/Hots,1,Exogone 869,27445,macrofauna,,LIT
HOT 23ºN BC13/Hots,1,Exogone 869,27455,macrofauna,,LIT
HOT 23ºN BC13/Hots,1,Exogone 869,27456,macrofauna,,LIT
HOT 23ºN BC3/Hots,1,Syllid_genusA 871,27469,macrofauna,,LIT
HOT 23ºN BC4/Hots,1,Exogone 875,27477,macrofauna,,LIT
site 13.22_-129.9_4770,1,Abyssopathes anomala,13429,megafauna,CENTRAL,OBIS
site 13.2167_-129.883_4892,1,Abyssopathes lyriformis,57263,megafauna,CENTRAL,OBIS
site 13.21667_-129.8833_4892,1,Abyssopathes lyriformis,15499,megafauna,CENTRAL,OBIS
site 11.7363_-116.838_4158,1,Abyssoprimnoa gemina,5423,megafauna,EAST,OBIS
site 11.8878_-117.048_4134,1,Abyssoprimnoa gemina,41145,megafauna,EAST,OBIS
site 11.783_-116.813_4168,1,Abyssoprimnoa gemina,28659,megafauna,EAST,OBIS
site 13.7617_-116.46_4111,1,Abyssoprimnoa gemina,56424,megafauna,EAST,OBIS
site 16.63333_-136.2333_2889,1,Acropora humilis,84507,megafauna,CENTRAL,OBIS
site 14_-130_4973,1,Alternatipathes alternata,98319,megafauna,CENTRAL,OBIS
site 13.22_-129.9_4816,1,Alternatipathes alternata,111254,megafauna,CENTRAL,OBIS
site 13.217_-129.9_4816,1,Alternatipathes alternata,110732,megafauna,CENTRAL,OBIS
site 7.00713_-149.9111_5014,1,Alternatipathes cf. alternata,52569,megafauna,WEST,OBIS
site 7.00732_-149.9111_5014,1,Alternatipathes cf. alternata,91125,megafauna,WEST,OBIS
site 6.98676_-149.9337_4999,1,Alternatipathes cf. alternata,5047,megafauna,WEST,OBIS
site 7.00245_-149.9112_5011,1,Alternatipathes cf. alternata,111684,megafauna,WEST,OBIS
site 6.9903_-149.9118_5004,1,Alternatipathes cf. alternata,61961,megafauna,WEST,OBIS
site 6.98665_-149.9337_4999,1,Alternatipathes cf. alternata,6352,megafauna,WEST,OBIS
site 6.98074_-149.937_5008,1,Alternatipathes cf. alternata,49687,megafauna,WEST,OBIS
site 11.25154_-153.5862_5199,1,Alternatipathes cf. alternata,55759,megafauna,WEST,OBIS
site 7.00129_-149.9112_5011,1,Alternatipathes cf. alternata,49095,megafauna,WEST,OBIS
site 7.03415_-149.939_5038,1,Alternatipathes cf. alternata,33272,megafauna,WEST,OBIS
site 7.00611_-149.9111_5013,1,Alternatipathes cf. alternata,78350,megafauna,WEST,OBIS
site 11.28396_-153.74305_5243,1,Alternatipathes cf. alternata,510,megafauna,WEST,OBIS
site 6.99099_-149.9117_5005,1,Alternatipathes cf. alternata,33100,megafauna,WEST,OBIS
site 7.03193_-149.9383_5037,1,Alternatipathes cf. alternata,9111,megafauna,WEST,OBIS
site 13.15833_-129.955_4816,2,Amphiophiura convexa,68677,megafauna,CENTRAL,OBIS
site 13.23_-129.9167_4877,3,Amphiophiura convexa,125454,megafauna,CENTRAL,OBIS
site 13.23_-129.9167_4770,1,Amphiophiura convexa,124513,megafauna,CENTRAL,OBIS
site 13.23_-129.9167_4785,1,Amphiophiura convexa,123462,megafauna,CENTRAL,OBIS
site 13.23_-129.9167_4877,1,Amphiophiura convexa,120055,megafauna,CENTRAL,OBIS
site 13.23_-129.9167_4877,1,Amphiophiura convexa,112311,megafauna,CENTRAL,OBIS
site 13.23_-129.9167_4941,1,Amphiophiura convexa,109860,megafauna,CENTRAL,OBIS
site 13.23_-129.9167_4877,1,Amphiophiura convexa,105186,megafauna,CENTRAL,OBIS
site 13.23_-129.9167_4755,3,Amphiophiura convexa,103960,megafauna,CENTRAL,OBIS
site 13.23_-129.9167_4816,3,Amphiophiura convexa,99070,megafauna,CENTRAL,OBIS
site 13.23_-129.9167_4816,1,Amphiophiura convexa,87913,megafauna,CENTRAL,OBIS
site 13.23_-129.9167_4907,1,Amphiophiura convexa,84209,megafauna,CENTRAL,OBIS
site 13.23_-129.9167_4923,2,Amphiophiura convexa,72126,megafauna,CENTRAL,OBIS
site 13.23_-129.9167_4816,4,Amphiophiura convexa,64577,megafauna,CENTRAL,OBIS
site 13.23_-129.9167_4907,1,Amphiophiura convexa,54423,megafauna,CENTRAL,OBIS
site 13.23_-129.9167_4846,2,Amphiophiura convexa,46746,megafauna,CENTRAL,OBIS
site 13.23_-129.9167_4846,2,Amphiophiura convexa,34554,megafauna,CENTRAL,OBIS
site 13.23_-129.9167_4846,3,Amphiophiura convexa,25382,megafauna,CENTRAL,OBIS
site 13.23_-129.9167_4941,1,Amphiophiura convexa,24210,megafauna,CENTRAL,OBIS
site 13.23_-129.9167_4816,2,Amphiophiura convexa,24004,megafauna,CENTRAL,OBIS
site 13.23_-129.9167_4907,1,Amphiophiura convexa,17672,megafauna,CENTRAL,OBIS
site 13.21667_-129.8833_4846,2,Amphiophiura convexa,110165,megafauna,CENTRAL,OBIS
site 13.21667_-129.8833_4801,3,Amphiophiura convexa,107182,megafauna,CENTRAL,OBIS
site 13.21667_-129.8833_4846,4,Amphiophiura convexa,99146,megafauna,CENTRAL,OBIS
site 13.21667_-129.8833_4846,6,Amphiophiura convexa,97592,megafauna,CENTRAL,OBIS
site 13.21667_-129.8833_4892,1,Amphiophiura convexa,96291,megafauna,CENTRAL,OBIS
site 13.21667_-129.8833_4862,2,Amphiophiura convexa,74101,megafauna,CENTRAL,OBIS
site 13.21667_-129.8833_4846,2,Amphiophiura convexa,61201,megafauna,CENTRAL,OBIS
site 13.21667_-129.8833_4892,2,Amphiophiura convexa,58044,megafauna,CENTRAL,OBIS
site 13.21667_-129.8833_4862,3,Amphiophiura convexa,53242,megafauna,CENTRAL,OBIS
site 13.21667_-129.8833_4831,1,Amphiophiura convexa,50177,megafauna,CENTRAL,OBIS
site 13.21667_-129.8833_4831,1,Amphiophiura convexa,48815,megafauna,CENTRAL,OBIS
site 13.21667_-129.8833_4846,2,Amphiophiura convexa,39911,megafauna,CENTRAL,OBIS
site 13.21667_-129.8833_4877,1,Amphiophiura convexa,39410,megafauna,CENTRAL,OBIS
site 13.21667_-129.8833_4862,5,Amphiophiura convexa,38940,megafauna,CENTRAL,OBIS
site 13.21667_-129.8833_4846,1,Amphiophiura convexa,15018,megafauna,CENTRAL,OBIS
site 13.21667_-129.8833_4846,3,Amphiophiura convexa,6340,megafauna,CENTRAL,OBIS
site 13.14833_-129.8683_4877,3,Amphiophiura convexa,44847,megafauna,CENTRAL,OBIS
site 13.21667_-129.8667_4846,2,Amphiophiura convexa,109203,megafauna,CENTRAL,OBIS
site 13.21667_-129.8667_4877,2,Amphiophiura convexa,102996,megafauna,CENTRAL,OBIS
site 13.21667_-129.8667_4923,1,Amphiophiura convexa,52150,megafauna,CENTRAL,OBIS
